Set Folder,File Name,Convergence,a,b,c,alpha,beta,gamma,Formula,Ga_count,N_count,Energy,Spacegroup
set_3,mp-1077506-BN-GaN_randomly_scaled,YES,10.81514414,5.408416433,5.408172894,145.5637578,121.4580196,69.71815644,Ga6N6,6,6,-67.91747007,P 1
set_3,mp-1079543-PbS-GaN_swapped_randomly_scaled,YES,5.711836981,5.711836981,5.848996081,90,90,91.84453085,Ga8N8,8,8,-88.74427446,A m m 2
set_3,mp-1094862-MgZn-GaN_swapped_randomly_scaled,YES,2.722678377,5.509689354,2.723495626,90,90,90,Ga2N2,2,2,-18.25447969,P m m m
set_3,mp-1094801-MgSn-GaN,YES,2.728332674,2.728332674,2.745425621,90,90,90,GaN,1,1,-9.11420445,P 4/m m m
set_3,mp-1079915-PrAu-GaN_swapped_randomly_scaled,YES,6.04481547,4.26871886,6.060175242,90,90,90,Ga8N8,8,8,-90.95026649,P n m a
set_3,mp-10879-CeAl-GaN_swapped,YES,2.735652539,2.735652539,2.735652539,90,90,90,GaN,1,1,-9.06817075,P m -3 m
set_3,mp-10728-PdO-GaN_swapped_randomly_scaled,YES,3.026607355,3.026607355,6.053180164,59.99981121,59.99981121,60,Ga2N2,2,2,-22.71406864,R -3 m
set_3,mp-1079174-PuPd-GaN,YES,2.915310696,5.483191746,5.703565492,90,90,90,Ga4N4,4,4,-45.34951592,P n m a
set_3,mp-10871-AlAu-GaN,YES,2.735583723,2.735583723,2.735583723,90,90,90,GaN,1,1,-9.12676729,P m -3 m
set_3,mp-11279-TiBe-GaN_swapped_randomly_scaled,YES,5.467521495,2.733972172,2.733972172,90,90,90,Ga2N2,2,2,-18.15279378,P 4/m m m
set_3,mp-1094173-LaMg-GaN_swapped,YES,5.188120259,5.188120259,2.971788556,90,90,122.8092285,Ga3N3,3,3,-34.53012411,A m m 2
set_3,mp-1078538-FeSe-GaN,YES,3.010621159,5.103428973,5.21784885,89.99999685,90,90,Ga4N4,4,4,-44.38791654,P m
set_3,mp-11279-TiBe-GaN_swapped,YES,2.733671933,2.733671933,2.733671933,90,90,90,GaN,1,1,-9.07639071,P m -3 m
set_3,mp-11240-DyAu-GaN_swapped_randomly_scaled,YES,2.7321771,2.7321771,5.464327458,90,90,90,Ga2N2,2,2,-18.13563081,P 4/m m m
set_3,mp-1094801-MgSn-GaN_swapped,YES,2.728332218,2.728332218,2.745426993,90,90,90,GaN,1,1,-9.11420451,P 4/m m m
set_3,mp-1094367-MgTi-GaN_swapped,YES,7.805905027,7.805905027,3.080676177,90,90,140.5839562,Ga5N5,5,5,-58.05121593,A m m 2
set_3,mp-11237-ScAg-GaN_swapped,YES,2.736708906,2.736708906,2.736708906,90,90,90,GaN,1,1,-9.13039641,P m -3 m
set_3,mp-1078464-MnGe-GaN,YES,4.591539469,4.591539469,4.591539469,90,90,90,Ga4N4,4,4,-48.62292688,P 21 3
set_3,mp-1080709-NdAu-GaN_swapped,YES,3.02425621,4.273466002,6.049737392,90,90,90,Ga4N4,4,4,-45.45667548,P n m a
set_3,mp-1094987-MgAl-GaN_swapped_randomly_scaled,YES,5.628616215,6.250846106,2.876111532,90,90,90,Ga4N4,4,4,-41.13775594,P m m a
set_3,mp-1102993-EuAs-GaN_swapped,YES,4.586914701,4.588913358,7.256169102,108.4295164,90.01213937,89.99311798,Ga6N6,6,6,-73.01165584,P 1
set_3,mp-11256-ScAu-GaN,YES,2.734785654,2.734785654,2.734785654,90,90,90,GaN,1,1,-9.12997798,P m -3 m
set_3,mp-1094350-MgTi-GaN_swapped,YES,3.299512312,8.660632428,5.627640137,74.84318499,90,90,Ga6N6,6,6,-65.65450044,P 21/m
set_3,mp-1094385-MgTi-GaN_randomly_scaled,YES,5.373399948,5.373399948,11.72275379,90,90,151.3224857,Ga6N6,6,6,-56.17710363,A m m 2
set_3,mp-1094399-MgTi-GaN_randomly_scaled,YES,5.443157471,5.443157471,6.501623825,90,90,101.4207471,Ga6N6,6,6,-68.48248871,A m m 2
set_3,mp-11245-HoAu-GaN_randomly_scaled,YES,5.473252503,2.736639258,2.736639258,90,90,90,Ga2N2,2,2,-18.13573963,P 4/m m m
set_3,mp-1096937-CuI-GaN,YES,3.027512067,3.027512067,3.027512067,60,60,60,GaN,1,1,-11.36804148,F m -3 m
set_3,mp-1094180-HfMg-GaN,YES,3.027495288,3.027495288,3.027495288,60,60,60,GaN,1,1,-11.36804285,F m -3 m
set_3,mp-1073823-MgSi-GaN_swapped,YES,3.284212202,5.393344574,8.649120363,89.59538445,100.9865309,90.21341541,Ga6N6,6,6,-72.03547979,P 1
set_3,mp-1100190-LiMg-GaN_swapped,YES,5.23330348,5.233370682,4.27752856,65.90313976,65.90293727,33.57218341,Ga3N3,3,3,-34.09939535,P 1
set_3,mp-1094673-LiMg-GaN_randomly_scaled,YES,2.738750861,5.569539735,2.674790747,90,90,90,Ga2N2,2,2,-18.21913175,P m m m
set_3,mp-1078607-BiSe-GaN_swapped,YES,5.58949958,5.571235456,6.436483328,30.25938513,90.00477073,90.00182388,Ga4N4,4,4,-48.3264771,P -1
set_3,mp-1094800-MgSn-GaN_randomly_scaled,YES,2.990517936,5.957537122,2.688354968,90,90,120.1130198,Ga2N2,2,2,-20.75563208,P m
set_3,mp-1096-CeS-GaN,YES,3.024525099,3.024525099,3.024525099,60,60,60,GaN,1,1,-11.36810702,F m -3 m
set_3,mp-1097924-MgSb-GaN_swapped_randomly_scaled,YES,2.99059658,5.962960606,2.687503448,90,90,120.1011974,Ga2N2,2,2,-20.75851225,P m
set_3,mp-1094347-MgTi-GaN,YES,3.023316498,5.496259704,8.633037034,90,90,90,Ga6N6,6,6,-68.53286491,P m c 21
set_3,mp-1080032-NaN-GaN_swapped,YES,6.935066524,6.716701866,4.514488267,73.32693576,68.08266201,38.57929649,Ga4N4,4,4,-41.79778223,P 1
set_3,mp-1080073-MnTe-GaN,YES,3.011330812,5.105522432,5.219328588,90.000155,90,90,Ga4N4,4,4,-44.39055018,P m
set_3,mp-1094402-YMg-GaN,YES,3.024484596,3.024484596,3.024484596,60,60,60,GaN,1,1,-11.35997244,F m -3 m
set_3,mp-1079783-EuAl-GaN_swapped_randomly_scaled,YES,6.774782612,6.774782612,5.862746479,90,90,155.0364912,Ga4N4,4,4,-43.73844213,C m c m
set_3,mp-1077107-HgO-GaN_swapped,YES,3.025949374,3.025949374,7.398754192,90.00108165,89.99891835,119.9992605,Ga3N3,3,3,-34.10596714,C 2
set_3,mp-1094304-SrMg-GaN,YES,7.600511232,7.600511232,3.925726321,90,90,155.5609035,Ga3N3,3,3,-31.46295677,A m m 2
set_3,mp-1094568-LiMg-GaN_swapped,YES,5.787460168,5.787460168,2.939359656,89.64988692,89.64988692,29.23573497,Ga2N2,2,2,-21.82792122,C 2/m
set_3,mp-1079128-CrBi-GaN,YES,5.208122397,3.012406075,5.116287615,92.75058732,90,90,Ga4N4,4,4,-44.40275559,P 21/c
set_3,mp-11254-NdAu-GaN_swapped_randomly_scaled,YES,2.736406638,5.472407431,2.736406638,90,90,90,Ga2N2,2,2,-18.13639902,P 4/m m m
set_3,mp-1073777-MgSi-GaN_swapped,YES,6.6652983,6.6652983,7.834967943,83.81543178,83.81543178,24.97598714,Ga6N6,6,6,-64.05587744,C m
set_3,mp-11291-CeCd-GaN_randomly_scaled,YES,2.769323405,5.538642019,2.669541297,90,90,90,Ga2N2,2,2,-18.14774522,P 4/m m m
set_3,mp-11364-TiCu-GaN_swapped_randomly_scaled,YES,2.719981145,5.522620823,2.719981145,90,90,90,Ga2N2,2,2,-18.24386358,P 4/m m m
set_3,mp-1073728-MgSi-GaN_randomly_scaled,YES,6.047600293,3.025972363,4.278250051,90.0130007,90,90,Ga4N4,4,4,-45.4572676,P 21/m
set_3,mp-1094874-ZrSn-GaN_randomly_scaled,YES,2.732574795,2.732574795,5.465109823,90,90,90,Ga2N2,2,2,-18.13575324,P 4/m m m
set_3,mp-1078944-PbS-GaN,YES,3.350854815,5.26688259,5.768452437,90,90,90,Ga4N4,4,4,-44.13407425,P m a 2
set_3,mp-1104-LaMg-GaN_swapped_randomly_scaled,YES,2.73690573,5.473795569,2.73690573,90,90,90,Ga2N2,2,2,-18.13720377,P m -3 m
set_3,mp-11209-AlAs-GaN_swapped,YES,2.994363065,2.994363065,5.277272855,90,90,120,Ga2N2,2,2,-21.20778071,P 63/m m c
set_3,mp-1078836-KI-GaN_swapped,YES,3.012008444,3.012008444,5.113085602,90,90,119.9072327,Ga2N2,2,2,-22.16884995,C m c m
set_3,mp-1078557-PrPt-GaN_randomly_scaled,YES,5.830607079,5.495030009,5.695855428,90,90,90,Ga8N8,8,8,-90.73985905,P n m a
set_3,mp-1094956-MgZn-GaN_swapped_randomly_scaled,YES,6.047919352,4.274178049,3.027834848,90,90,90,Ga4N4,4,4,-45.44007203,P m m n
set_3,mp-1073735-MgSi-GaN_swapped,YES,5.105307964,3.263500379,10.67420958,78.2600513,60.94908559,82.67476346,Ga6N6,6,6,-70.37015804,P -1
set_3,mp-1094477-MgZn-GaN_swapped,YES,3.028024461,3.028024461,3.028024461,59.89553591,59.89553591,59.89553591,GaN,1,1,-11.36462071,R -3 m
set_3,mp-1094858-MgGa-GaN_swapped,YES,3.392057624,3.392057624,4.680807749,90,90,120,Ga2N2,2,2,-23.42558457,P -3 m 1
set_3,mp-1073737-MgSi-GaN_swapped,YES,5.925419968,5.925419968,2.935741724,90,90,151.4894582,Ga2N2,2,2,-21.8432663,C m c m
set_3,mp-1094402-YMg-GaN_swapped,YES,3.024483723,3.024483723,3.024483723,60,60,60,GaN,1,1,-11.35997245,F m -3 m
set_3,mp-1095013-MgGa-GaN_swapped,YES,3.396725611,3.396725611,4.664446558,90,90,120,Ga2N2,2,2,-23.44195356,P 63/m m c
set_3,mp-1094637-MgGa-GaN_swapped,YES,5.190044927,5.190044927,2.971037913,90,90,122.8134584,Ga3N3,3,3,-34.57098214,A m m 2
set_3,mp-1094729-MgGa-GaN_swapped,YES,3.025854183,3.035574403,4.256373227,90,90,90,Ga2N2,2,2,-22.72335316,P m m n
set_3,mp-1094565-MgSb-GaN,YES,6.010230147,6.010230147,2.93787318,90.05885738,90.05885738,28.14353549,Ga2N2,2,2,-21.8245229,C 2/m
set_3,mp-1096941-CuS-GaN_randomly_scaled,YES,6.506300767,3.254362684,4.99447629,90,90.00017544,120.0123281,Ga2N2,2,2,-22.66208369,P 1
set_3,mp-1094998-CaMg-GaN_swapped,YES,2.767393696,2.767393696,2.672806567,90,90,90,GaN,1,1,-9.0740682,P 4/m m m
set_3,mp-1094636-MgGa-GaN_swapped,YES,3.026878008,3.026878008,3.026878008,60,60,60,GaN,1,1,-11.36797549,F m -3 m
set_3,mp-1079543-PbS-GaN_swapped,YES,5.711729144,5.711729144,2.924531104,90,90,91.84864239,Ga4N4,4,4,-44.37212284,A m m 2
set_3,mp-1094385-MgTi-GaN,YES,5.360322679,5.360322679,5.882457539,90,90,151.2221194,Ga3N3,3,3,-28.09276319,A m m 2
set_3,mp-1120782-VBi-GaN,YES,3.25096288,7.945848532,5.643726601,90,90,90,Ga4N4,4,4,-45.30850398,P n a 21
set_3,mp-1100451-MgSi-GaN,YES,6.50405223,6.50405223,8.479681028,71.85596798,71.85596798,27.6306626,Ga6N6,6,6,-65.61430055,C m
set_3,mp-1097030-Li2O2-GaN,YES,2.74787421,2.74787421,2.662973392,90,90,90,GaN,1,1,-9.00817036,P 4/m m m
set_3,mp-1073862-MgSi-GaN_swapped,YES,4.28010718,4.275083845,8.004204664,105.4898228,122.292024,90.0267501,Ga6N6,6,6,-68.20673139,P -1
set_3,mp-11243-ErAu-GaN_swapped_randomly_scaled,YES,5.852446627,2.937746299,5.953241002,90,104.866318,90,Ga4N4,4,4,-43.7068336,P 21/m
set_3,mp-11243-ErAu-GaN_swapped,YES,2.926404094,2.931740819,6.026848729,90,105.1692347,90,Ga2N2,2,2,-21.85324594,P 21/m
set_3,mp-1096-CeS-GaN_randomly_scaled,YES,3.024401752,3.024401752,6.050736182,60.0105655,60.0105655,60,Ga2N2,2,2,-22.74131144,R -3 m
set_3,mp-11257-SmAu-GaN_swapped,YES,2.735609062,2.735609062,2.735609062,90,90,90,GaN,1,1,-9.06813494,P m -3 m
set_3,mp-10764-HgS-GaN_swapped,YES,3.024441291,3.024441291,3.024441291,60,60,60,GaN,1,1,-11.36790503,F m -3 m
set_3,mp-1094963-CeMg-GaN_swapped,YES,3.208114023,3.391747837,4.974430376,90,90,90,Ga2N2,2,2,-19.80302628,P m m a
set_3,mp-1079818-CrTe-GaN_randomly_scaled,YES,6.025982651,5.10718112,5.213597876,90,90,90,Ga8N8,8,8,-88.81941588,P n m a
set_3,mp-1114-VP-GaN,YES,2.997381703,2.997381703,5.272298454,90,90,120,Ga2N2,2,2,-21.19714178,P 63/m m c
set_3,mp-1078816-SN-GaN_swapped,YES,5.562171389,3.24113122,6.457672879,59.96913381,90,90,Ga4N4,4,4,-48.28355142,P 21/c
set_3,mp-1080022-ZrCu-GaN,YES,4.275688917,4.275688917,4.275852811,90.05339824,90.05339824,89.9235511,Ga4N4,4,4,-45.46987626,C m
set_3,mp-11258-TbAu-GaN_swapped,YES,2.732282568,2.732282568,2.732282568,90,90,90,GaN,1,1,-9.06787263,P m -3 m
set_3,mp-1093-ThGe-GaN_swapped_randomly_scaled,YES,6.047790485,3.024016987,3.024016987,60,59.99866817,59.99866817,Ga2N2,2,2,-22.71963718,R -3 m
set_3,mp-10879-CeAl-GaN_swapped_randomly_scaled,YES,5.471142933,2.736435217,2.736435217,90,90,90,Ga2N2,2,2,-18.13634737,P 4/m m m
set_3,mp-1079984-BaAl-GaN_swapped,YES,2.294719852,5.689683935,9.896898867,90,90,90,Ga4N4,4,4,-41.32683388,P n m a
set_3,mp-1080203-CuN-GaN,YES,3.16721141,3.16721141,5.783497691,102.5761462,102.5761462,61.10775108,Ga2N2,2,2,-22.0365848,C 2/m
set_3,mp-1094453-YMg-GaN,YES,5.497503677,5.4975601,3.253887329,90,90,95.5287755,Ga3N3,3,3,-34.41898122,P m
set_3,mp-1073-CaCd-GaN,YES,2.735834834,2.735834834,2.735834834,90,90,90,GaN,1,1,-9.06832862,P m -3 m
set_3,mp-1092-HoHg-GaN_randomly_scaled,YES,2.736256894,2.736256894,5.47258366,90,90,90,Ga2N2,2,2,-18.13634482,P 4/m m m
set_3,mp-1120769-RuPt-GaN_swapped_randomly_scaled,YES,2.736140014,2.736140014,5.451938601,90,90,90,Ga2N2,2,2,-18.17233731,P 4/m m m
set_3,mp-1094944-SrMg-GaN_swapped,YES,3.030353157,3.032564104,4.259733017,90,90,90,Ga2N2,2,2,-22.69717734,P m m n
set_3,mp-1094204-MgSb-GaN,YES,5.098916971,5.098916971,8.774078504,89.04416482,89.04416482,33.78565859,Ga3N3,3,3,-32.51900044,C m
set_3,mp-1094573-LiMg-GaN_swapped,YES,6.991128068,6.991128068,3.920305056,90,90,153.4210972,Ga3N3,3,3,-31.42168614,A m m 2
set_3,mp-1078899-LuNi-GaN,YES,2.919939761,5.483493847,5.696263822,89.9970468,90,90,Ga4N4,4,4,-45.3591661,P m
set_3,mp-1091375-PbS-GaN_swapped,YES,3.023092766,4.273241184,6.05081531,90,90,90,Ga4N4,4,4,-45.45749689,P n m a
set_3,mp-1094673-LiMg-GaN,YES,2.729274047,2.729274047,2.728275511,90,90,90,GaN,1,1,-9.09679213,P 4/m m m
set_3,mp-11261-YAu-GaN_swapped,YES,2.732235767,2.732235767,2.732235767,90,90,90,GaN,1,1,-9.06786277,P m -3 m
set_3,mp-10871-AlAu-GaN_randomly_scaled,YES,2.721418012,2.721418012,5.510889506,90,90,90,Ga2N2,2,2,-18.25316109,P 4/m m m
set_3,mp-1094268-ZrSn-GaN,YES,5.141062694,5.141062694,5.157745469,90,90,120.1786697,Ga4N4,4,4,-35.05817057,A m m 2
set_3,mp-1094617-MgGa-GaN,YES,3.024402555,3.024402555,3.02440418,59.98542585,59.98542585,59.98531119,GaN,1,1,-11.36453623,C 2/m
set_3,mp-1079582-VIr-GaN_swapped,YES,2.722100013,6.141022022,6.141022022,127.2599726,90,90,Ga4N4,4,4,-36.34242682,A m m 2
set_3,mp-1094497-YMg-GaN,YES,7.216544474,7.216544474,3.264807532,76.94495579,76.94495579,25.9685603,Ga3N3,3,3,-36.35135519,C m
set_3,mp-11240-DyAu-GaN,YES,2.732193168,2.732193168,2.732193168,90,90,90,GaN,1,1,-9.06781105,P m -3 m
set_3,mp-1080203-CuN-GaN_swapped,YES,3.333810726,3.333810726,6.557287252,68.00119706,68.00119706,59.44154994,Ga2N2,2,2,-22.96834955,C 2/m
set_3,mp-1094739-LaMg-GaN_swapped,YES,2.815276341,6.868280654,2.867350614,90,90,90,Ga2N2,2,2,-20.77451173,P m m a
set_3,mp-1079244-EuGa-GaN,YES,6.355048282,4.063158419,6.459180823,73.1859703,55.54421827,70.88159092,Ga4N4,4,4,-40.29305354,P -1
set_3,mp-1094557-MgSb-GaN,YES,5.225449711,5.225449711,5.037950766,61.20859451,61.20859451,32.15848096,Ga3N3,3,3,-34.27996837,C m
set_3,mp-1077506-BN-GaN_swapped_randomly_scaled,YES,5.564403317,5.565680997,11.12992437,145.7965494,125.4725483,65.95282316,Ga6N6,6,6,-64.37501921,P 1
set_3,mp-11274-BePd-GaN_swapped,YES,2.734489328,2.734489328,2.734489328,90,90,90,GaN,1,1,-9.0739283,P m -3 m
set_3,mp-1104-LaMg-GaN_randomly_scaled,YES,2.737845563,5.475563535,2.737845563,90,90,90,Ga2N2,2,2,-18.13712448,P 4/m m m
set_3,mp-10904-AlPt-GaN_randomly_scaled,YES,4.27613953,4.275237481,8.547555676,90,89.99997321,90,Ga8N8,8,8,-90.9223538,P 21
set_3,mp-1094712-SrMg-GaN,YES,3.395410597,3.395410597,4.669321307,90,90,120,Ga2N2,2,2,-23.43934192,P 63/m m c
set_3,mp-1079295-ErSi-GaN_randomly_scaled,YES,5.836433693,5.482505785,5.696011575,90.00676662,90.0000351,90.00000001,Ga8N8,8,8,-90.7307105,P 21/m
set_3,mp-1094894-MgTi-GaN,YES,2.997726547,2.997726547,2.682596891,90,90,120,GaN,1,1,-10.39159441,P -6 m 2
set_3,mp-1094557-MgSb-GaN_swapped,YES,5.237863818,5.237863818,4.279384401,65.9010324,65.9010324,33.55106669,Ga3N3,3,3,-34.10974007,C m
set_3,mp-1094862-MgZn-GaN_swapped,YES,2.732622916,2.732622916,2.742203543,90,90,90,GaN,1,1,-9.12753308,P 4/m m m
set_3,mp-1094477-MgZn-GaN,YES,3.027970461,3.027970461,3.027970461,59.89689393,59.89689393,59.89689393,GaN,1,1,-11.36462365,R -3 m
set_3,mp-1073829-MgSi-GaN,YES,5.375331313,5.38957904,8.934106897,123.4604194,86.12489574,110.7808532,Ga6N6,6,6,-64.78916033,P -1
set_3,mp-1093993-ZnO-GaN_randomly_scaled,YES,5.58361032,5.58361032,6.490894216,90,90,90,Ga8N8,8,8,-96.56855947,P 42/m n m
set_3,mp-1094306-SrMg-GaN_swapped,YES,5.620002543,5.619985652,3.249583602,73.18177376,73.1817165,48.11326155,Ga3N3,3,3,-36.47686879,P 1
set_3,mp-1073795-MgSi-GaN_swapped,YES,6.22145451,6.22145451,5.263990593,90,90,153.3030748,Ga4N4,4,4,-42.06469545,C m c m
set_3,mp-11245-HoAu-GaN,YES,2.736520166,2.736520166,2.736520166,90,90,90,GaN,1,1,-9.06786755,P m -3 m
set_3,mp-1094571-MgSb-GaN_swapped_randomly_scaled,YES,6.050313758,3.024694421,3.024694421,60.03509428,60.01386491,60.01386491,Ga2N2,2,2,-22.74147753,C 2/m
set_3,mp-1094992-MgGa-GaN_randomly_scaled,YES,6.495810314,3.24792515,5.285698002,90,90,120.0002036,Ga4N4,4,4,-48.72947835,P 21
set_3,mp-1079910-SiTc-GaN_swapped,YES,4.587835574,4.587835574,4.587835574,90,90,90,Ga4N4,4,4,-48.6244759,P 21 3
set_3,mp-1094849-MgGa-GaN_swapped,YES,2.736013494,2.736013494,2.736013494,90,90,90,GaN,1,1,-9.12909223,P m -3 m
set_3,mp-1093-ThGe-GaN_swapped,YES,3.024125702,3.024125702,3.024125702,60,60,60,GaN,1,1,-11.35980703,F m -3 m
set_3,mp-1094268-ZrSn-GaN_swapped,YES,5.940869342,5.940869342,5.692810388,90,90,123.0194945,Ga4N4,4,4,-41.25222169,A m m 2
set_3,mp-1094533-MgSb-GaN_swapped,YES,5.466279291,5.466219913,3.253226439,89.98373488,89.98383196,81.86135036,Ga3N3,3,3,-34.33349759,P 1
set_3,mp-1094276-ZrSn-GaN,YES,3.340251695,6.280790154,8.354268228,107.9785141,90,90,Ga6N6,6,6,-66.81635936,P m
set_3,mp-1094550-MgSb-GaN_swapped,YES,7.423226621,7.423544974,3.922816708,90,90,154.9431995,Ga3N3,3,3,-31.44591237,P m
set_3,mp-1073-CaCd-GaN_randomly_scaled,YES,2.737405141,5.475829937,2.737405141,90,90,90,Ga2N2,2,2,-18.13657904,P 4/m m m
set_3,mp-11261-YAu-GaN_randomly_scaled,YES,2.733586271,2.733586271,5.46717083,90,90,90,Ga2N2,2,2,-18.1359063,P m -3 m
set_3,mp-1094898-ZrSn-GaN_swapped_randomly_scaled,YES,5.633376492,2.866178559,6.749155014,90,90,90,Ga4N4,4,4,-41.46048307,P m m a
set_3,mp-11240-DyAu-GaN_randomly_scaled,YES,5.464317394,2.732177955,2.732177955,90,90,90,Ga2N2,2,2,-18.13563063,P 4/m m m
set_3,mp-1095177-SiNi-GaN_randomly_scaled,YES,4.277835047,8.538991769,4.280014568,90.00000671,90.00000445,90.00014961,Ga8N8,8,8,-90.86451345,P 1
set_3,mp-10759-GeSe-GaN,YES,3.0257963,3.0257963,3.0257963,60,60,60,GaN,1,1,-11.36796893,F m -3 m
set_3,mp-1086-TaC-GaN_swapped,YES,3.024974329,3.024974329,3.024974329,60,60,60,GaN,1,1,-11.35720362,F m -3 m
set_3,mp-1094643-MgGa-GaN_swapped,YES,5.745738743,5.745738743,5.139010545,89.94499687,89.94499687,29.54000659,Ga3N3,3,3,-30.90422387,C m
set_3,mp-1094263-ZrSn-GaN,YES,2.889820221,4.568836221,8.263335079,90,90,90,Ga4N4,4,4,-39.61634992,P m m 2
set_3,mp-1094743-MgZr-GaN_swapped,YES,2.736843278,2.736843278,2.736843278,90,90,90,GaN,1,1,-9.06772303,P m -3 m
set_3,mp-1120722-CuO-GaN_swapped_randomly_scaled,YES,8.301209074,4.150597977,4.150597977,90,90,90,Ga6N6,6,6,-56.78663806,P m -3 m
set_3,mp-10759-GeSe-GaN_swapped,YES,3.025800566,3.025800566,3.025800566,60,60,60,GaN,1,1,-11.36796878,F m -3 m
set_3,mp-1094974-MgZr-GaN_swapped,YES,2.728473381,2.728473381,2.740828465,90,90,90,GaN,1,1,-9.11261002,P 4/m m m
set_3,mp-1094474-MgZn-GaN,YES,7.091934909,7.091934909,3.925721847,90,90,153.8124966,Ga3N3,3,3,-31.41600561,A m m 2
set_3,mp-1095001-CaZn-GaN_swapped,YES,3.024874395,3.024874395,3.024874395,60.03695487,60.03695487,60.03695487,GaN,1,1,-11.36846852,R -3 m
set_3,mp-1079295-ErSi-GaN,YES,2.917046769,5.488626716,5.695454598,89.99910081,90.00003503,90.00000001,Ga4N4,4,4,-45.36495236,P 21/m
set_3,mp-1094621-MgGa-GaN_swapped,YES,5.86613939,5.86613939,2.935258174,89.21056147,89.21056147,28.84439668,Ga2N2,2,2,-21.83355703,C 2/m
set_3,mp-1094341-MgTi-GaN_swapped_randomly_scaled,YES,5.137485378,5.137485378,10.34300713,90,90,120,Ga8N8,8,8,-70.01572548,P -6 m 2
set_3,mp-1094299-SrMg-GaN_swapped,YES,5.580299084,5.580299084,3.345889995,90,90,67.86427976,Ga3N3,3,3,-32.21945379,A m m 2
set_3,mp-1094400-MgTi-GaN,YES,3.28055469,4.78575391,9.619067939,90,90,90,Ga6N6,6,6,-67.43458365,P m c 21
set_3,mp-1080022-ZrCu-GaN_swapped,YES,4.280741591,4.280741591,4.271051794,89.97362109,89.97362109,90.01981187,Ga4N4,4,4,-45.47012237,C m
set_3,mp-1086-TaC-GaN_randomly_scaled,YES,3.025142687,3.025142687,6.050516411,60.00126314,60.00126314,60,Ga2N2,2,2,-22.71505327,R -3 m
set_3,mp-1092-HoHg-GaN_swapped,YES,2.735656539,2.735656539,2.735656539,90,90,90,GaN,1,1,-9.06817334,P m -3 m
set_3,mp-1080120-FeSe-GaN_randomly_scaled,YES,9.307411903,3.397158703,5.891186743,90,90,90,Ga8N8,8,8,-93.72396958,P n m a
set_3,mp-1094552-MgSb-GaN_swapped,YES,5.470718437,5.470718437,3.255391985,90,90,98.31392118,Ga3N3,3,3,-34.34199718,A m m 2
set_3,mp-1094736-MgSn-GaN_swapped,YES,3.025707871,3.029433335,4.263580343,90,90,90,Ga2N2,2,2,-22.72651533,P m m n
set_3,mp-1079395-CeGe-GaN_swapped,YES,3.011186349,5.204151747,5.110044682,90.01311443,90.02343821,90.00107051,Ga4N4,4,4,-44.38923554,P 1
set_3,mp-1094889-LiMg-GaN_swapped_randomly_scaled,YES,2.721944552,2.721944552,5.506824286,90,90,90,Ga2N2,2,2,-18.2600023,P 4/m m m
set_3,mp-11259-TiAu-GaN_randomly_scaled,YES,2.727748037,5.49586286,2.727748037,90,90,90,Ga2N2,2,2,-18.25499681,P 4/m m m
set_3,mp-1091417-AgN-GaN,YES,3.982975008,3.982975008,7.130004267,90,90,90.44619081,Ga4N4,4,4,-41.82525429,C m c e
set_3,mp-1073799-MgSi-GaN_swapped,YES,4.274529716,4.280563524,6.757113154,108.4160168,90.02501209,90.03007172,Ga6N6,6,6,-68.20504916,P -1
set_3,mp-1078538-FeSe-GaN_swapped,YES,3.338458961,5.983269618,5.506820027,89.99950675,90,90,Ga4N4,4,4,-47.52453095,P m
set_3,mp-1094336-SrMg-GaN_swapped,YES,3.24547815,3.24547815,3.24547815,60,60,60,GaN,1,1,-12.15707643,F -4 3 m
set_3,mp-1094967-MgSb-GaN,YES,2.735641501,2.735641501,2.735641501,90,90,90,GaN,1,1,-9.06814592,P m -3 m
set_3,mp-1094736-MgSn-GaN_randomly_scaled,YES,3.021375887,6.048173698,4.282763631,90,90,90,Ga4N4,4,4,-45.47196714,P m m n
set_3,mp-1080797-CsHg-GaN,YES,5.037061127,5.649210706,6.573749399,116.3219264,130.5007277,70.17272616,Ga4N4,4,4,-40.9251732,P -1
set_3,mp-11344-PrO-GaN_swapped_randomly_scaled,YES,6.045911748,3.023003253,3.023003253,60,59.99948154,59.99948154,Ga2N2,2,2,-22.73441909,R -3 m
set_3,mp-1094183-HfMg-GaN_swapped,YES,3.246852775,3.246852775,3.246852775,60,60,60,GaN,1,1,-12.16776458,F -4 3 m
set_3,mp-1094349-MgTi-GaN_swapped,YES,6.552722006,5.858340679,3.276856046,62.10864094,66.2905118,48.70139806,Ga3N3,3,3,-32.52925391,P 1
set_3,mp-1094390-MgTi-GaN_swapped_randomly_scaled,YES,10.0607461,6.222787754,4.374476582,90,90,90,Ga8N8,8,8,-74.73857214,P m m 2
set_3,mp-1101926-EuAs-GaN,YES,5.211380379,5.211380379,5.111959382,90,90,120,Ga6N6,6,6,-66.63436633,P 3 1 m
set_3,mp-1094974-MgZr-GaN_randomly_scaled,YES,5.467228073,2.696507491,2.788107569,90,90,90,Ga2N2,2,2,-18.18288706,P m m m
set_3,mp-1094883-MgGa-GaN,YES,2.759348779,2.759348779,2.66766497,90,90,90,GaN,1,1,-9.09778827,P 4/m m m
set_3,mp-1094237-ZrSn-GaN_swapped,YES,8.761564668,8.761564668,3.316178111,90,90,143.7695134,Ga5N5,5,5,-56.65782399,A m m 2
